date,user_name,user_loc,message,full_name,country,country_code,geo_code,longitud_mensaje,palabras,refinado,latitud,longitud,states,Polaridad,Subjetividad,Label
2020-10-06 16:16:39,BillMcSween,United States,"@JoeBiden @MichelleObama When a pollster calls, tell them you’re voting Harris - Biden. Let’s make them feel good w… https://t.co/N4wefwrEN7","Alabama, USA",United States,US,[-86.680738  32.576227],140,20,"['pollster', 'calls', 'tell', 'voting', 'harris', 'biden', 'let', 'make', 'feel', 'good']",-86.680738,32.576227,AL,0.7,0.6000000000000001,Positiva
2020-10-06 16:16:23,CUNNILINGUS01,In Your Dreams !!!!!,"Trump is losing by 16 points in a new CNN poll. And that's not the worst news.

https://t.co/vYeKvlPSXv","Rubonia, FL",United States,US,[-82.529612  27.590224],103,18,"['trump', 'losing', 'points', 'new', 'cnn', 'poll', 'bad', 'news']",-82.529612,27.590224,FL,-0.28181818181818175,0.5606060606060606,Negativa
2020-10-06 16:14:45,CuttemUp,"Miami,Fl",@Klon7506 @unclelukereal1 @SenKamalaHarris @JoeBiden @plies @RickRoss @305MAYOR @TRINArockstarr @citygirls @pitbull… https://t.co/lM5nnYfFgg,"Redan, GA",United States,US,[-84.15638   33.738037],140,11,[],-84.15638,33.738037,GA,0.0,0.0,Neutral
2020-10-06 16:06:24,CjoMolly,"Caldwell, TX","Biden 54% , Donald Trump 41%. Yes, it'll be great cuz you just can't contain yourself. https://t.co/C9oFhl8Jaj","Texas, USA",United States,US,[-100.076888   31.168894],110,17,"['biden', 'donald', 'trump', 'yes', 'great', 'cuz', 'contain']",-100.076888,31.168894,TX,0.8,0.75,Positiva
2020-10-06 15:54:50,LevonHughey,"New York, NY",@benigma2017 @JoeBiden @BernieSanders Bernie Sanders made himself irrelevant by quitting with 27 states left to go.… https://t.co/vKvVuvz4QZ,"Manhattan, NY",United States,US,[-73.968542  40.780709],140,17,"['bernie', 'sanders', 'made', 'irrelevant', 'quitting', 'states', 'left']",-73.968542,40.780709,NY,-0.25,0.5,Negativa
2020-10-06 15:49:00,GaleNichtula,THE POCONO MOUNTAINS,"Trump's behavior alarms public health experts

https://t.co/FMS7rtyW58","Dover, NJ",United States,US,[-74.556047  40.892542],70,7,"['trump', 'behavior', 'alarms', 'public', 'health', 'experts']",-74.556047,40.892542,NJ,0.0,0.06666666666666667,Neutral
2020-10-06 15:41:26,x1L0StTh3GAM3x,New York,"""Then, still bare-faced, Trump, in scenes that would not have been out of place in totalitarian North Korea, walked… https://t.co/AVV9gsZ4Tc","Henrietta, NY",United States,US,[-77.641937  43.057039],140,20,"['still', 'trump', 'scenes', 'would', 'place', 'totalitarian', 'north', 'korea']",-77.641937,43.057039,NY,0.0,0.0,Neutral
2020-10-06 15:38:42,windyweather57,United States,OMG! Let us hope not Joe Biden! Maybe he was hoping to infect Biden! Why are his kids not infected?! @POTUS… https://t.co/asiS6oPOXS,"Alameda, CA",United States,US,[-122.278486   37.758798],132,22,"['omg', 'let', 'hope', 'joe', 'biden', 'maybe', 'hoping', 'infect', 'biden', 'kids', 'infected']",-122.278486,37.758798,CA,0.0,0.0,Neutral
2020-10-06 15:33:25,crissysharris,USA ,@ForecasterEnten The American people need to come out in droves to cast a vote for  @JoeBiden as potus. No contesti… https://t.co/g5MmokrqSv,"Tampa, FL",United States,US,[-82.442694  27.996594],140,21,"['american', 'people', 'need', 'come', 'droves', 'cast', 'vote', 'potus']",-82.442694,27.996594,FL,0.0,0.0,Neutral
2020-10-06 15:32:32,Comoloco247,Puerto Rico,@JoeBiden The Democratic party was formed by the KKK watch and learn. Vote for Biden to raise your taxes to 50%.KKK… https://t.co/VInBZMGgH2,"Sexto, Puerto Rico",United States,US,[-66.61119   18.021987],140,22,"['democratic', 'party', 'formed', 'kkk', 'watch', 'learn', 'vote', 'biden', 'raise', 'taxes']",-66.61119,18.021987,Non_USA,0.0,0.0,Neutral
2020-10-06 15:26:38,ConnieSchultz,"Cleveland, OH","@rebeccamakkai AP confirms, further down in this story about Biden’s increased ad buy in Ohio. https://t.co/BevOgolLLw","Cleveland, OH",United States,US,[-81.705467  41.49594 ],118,16,"['confirms', 'story', 'biden', 'increased', 'buy', 'ohio']",-81.705467,41.49594,OH,0.0,0.0,Neutral
2020-10-06 15:26:13,TinPotDickTator,People's Republic of CA,"@DavidJollyFL Absolutely, there's no way that Biden should step foot within 10 miles Donald Trump and his team of T… https://t.co/Hh6V4CtbxK","Huntington Beach, CA",United States,US,[-117.998732   33.692542],140,21,"['absolutely', 'way', 'biden', 'step', 'foot', 'within', 'miles', 'donald', 'trump', 'team']",-117.998732,33.692542,CA,0.2,0.9,Positiva
2020-10-06 15:24:21,AmberStiles80,"Concord, NH",@joncoopertweets @JoeBiden At the VERY LEAST Trump Biden &amp; audience in separate studios also the honor system doesn… https://t.co/YH3mcbJM2p,"Concord, NH",United States,US,[-71.542562  43.22757 ],144,19,"['least', 'trump', 'biden', 'amp', 'audience', 'separate', 'studios', 'also', 'honor', 'system']",-71.542562,43.22757,NH,-0.3,0.4,Negativa
2020-10-06 15:23:42,nanasluv,Iowa,@JoeBiden @BarackObama @MichelleObama @DrBiden God bless you Joe Biden 🙏 ♥,"Iowa, USA",United States,US,[-93.389864  41.938228],74,11,"['god', 'bless', 'joe', 'biden']",-93.389864,41.938228,IA,0.0,0.0,Neutral
2020-10-06 15:22:12,CuttemUp,"Miami,Fl",@dinamt @unclelukereal1 @SenKamalaHarris @JoeBiden @plies @RickRoss @305MAYOR @TRINArockstarr @citygirls @pitbull… https://t.co/uZWo6O1zxD,"Redan, GA",United States,US,[-84.15638   33.738037],138,11,[],-84.15638,33.738037,GA,0.0,0.0,Neutral
2020-10-06 15:22:00,joeygarrison,"Washington, D.C.",New @MonmouthPoll Pennsylvania poll of registered voters has Biden +12. The same pollster had Biden +4 in late Augu… https://t.co/JBJdSNVjNW,"Washington, DC",United States,US,[-77.014398  38.898603],140,20,"['new', 'pennsylvania', 'poll', 'registered', 'voters', 'biden', 'pollster', 'biden', 'late']",-77.014398,38.898603,DC,-0.08181818181818182,0.5272727272727272,Negativa
2020-10-06 15:21:10,allan1543,United States,Electing biden is lke electing mMussolini https://t.co/c9ZeA2OMRX,"Beaumont, CA",United States,US,[-117.009398   33.935967],65,7,"['electing', 'biden', 'lke', 'electing', 'mmussolini']",-117.009398,33.935967,CA,0.0,0.0,Neutral
2020-10-06 15:14:24,JarrettRenshaw,Philadelphia ,Joe Biden holds a 12-point lead over Donald Trump among all registered voters in Pennsylvania and anywhere from an… https://t.co/4s6iMb58SQ,"Pennsylvania, USA",United States,US,[-77.604684  41.117936],139,20,"['joe', 'biden', 'holds', 'lead', 'donald', 'trump', 'among', 'registered', 'voters', 'pennsylvania', 'anywhere']",-77.604684,41.117936,PA,0.0,0.0,Neutral
2020-10-06 15:09:49,AHA1R,"Surabaya, East Java, Indonesia","Fox host @TomiLahren thinks @JoeBiden ‘might as well carry a purse’ with his mask because wanting to live is gay, a… https://t.co/CQ7rmfcddA","Benowo, Indonesia",Indonesia,ID,[112.630139  -7.232126],140,22,"['fox', 'host', 'thinks', 'might', 'well', 'carry', 'purse', 'mask', 'wanting', 'live', 'gay']",112.630139,-7.232126,Non_USA,0.2765151515151515,0.5416666666666667,Positiva
2020-10-06 14:53:31,Walker1world,"Indianapolis, IN","@familywithlove4 @realDonaldTrump 7 days since the debate, Joe Biden still won't answer the if he will pack the cou… https://t.co/JytHgDL7LV","Indianapolis, IN",United States,US,[-86.142922  39.779562],140,20,"['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer', 'pack']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-06 14:53:17,Walker1world,"Indianapolis, IN","@WayneDupreeShow @realDonaldTrump @lindy_SL 7 days since the debate, Joe Biden still won't answer the if he will pa… https://t.co/Hs85fw83Kl","Indianapolis, IN",United States,US,[-86.142922  39.779562],140,19,"['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-06 14:53:07,Walker1world,"Indianapolis, IN","@UweNess @realDonaldTrump 7 days since the debate, Joe Biden still won't answer the if he will pack the court....… https://t.co/K84oq9WXrS","Indianapolis, IN",United States,US,[-86.142922  39.779562],138,20,"['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-06 14:52:37,Walker1world,"Indianapolis, IN","7 days since the debate, Joe Biden still won't answer the if he will pack the court.... 

It is Day 7 since the deb… https://t.co/tTwMYKxkIw","Indianapolis, IN",United States,US,[-86.142922  39.779562],140,25,"['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court', 'day', 'since']",-86.142922,39.779562,IN,0.0,0.0,Neutral
2020-10-06 14:47:18,CUNNILINGUS01,In Your Dreams !!!!!,"Trump mounts bizarre and misleading White House return despite warnings

https://t.co/IlYiRqbbru","Rubonia, FL",United States,US,[-82.529612  27.590224],96,11,"['trump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite', 'warnings']",-82.529612,27.590224,FL,0.2,0.3,Positiva
2020-10-06 14:40:49,WadeROSE8,United States,@TrumpWarRoom The extreme radical right Republicans is dead wrong calling Joe Biden a socialist. They are just as w… https://t.co/S3uds3D4OG,"Cross Lanes, WV",United States,US,[-81.772528  38.428635],140,20,"['extreme', 'radical', 'right', 'republicans', 'dead', 'wrong', 'calling', 'joe', 'biden', 'socialist']",-81.772528,38.428635,WV,-0.1348214285714286,0.7089285714285714,Negativa
2020-10-06 14:38:27,kat19477,United States,"I am a 73 year old suburban conservative Republican  woman and I just returned from voting for

JOE BIDEN/KAMALA HA… https://t.co/pGhkI4QKaH","Bettendorf, IA",United States,US,[-90.469313  41.557812],140,21,"['year', 'old', 'suburban', 'conservative', 'republican', 'woman', 'returned', 'voting', 'joe']",-90.469313,41.557812,IA,0.05,0.1,Positiva
2020-10-06 14:37:31,CuttemUp,"Miami,Fl",@dlee5 @unclelukereal1 @SenKamalaHarris @JoeBiden @plies @RickRoss @305MAYOR @TRINArockstarr @citygirls @pitbull… https://t.co/FFpd73ucwT,"Redan, GA",United States,US,[-84.15638   33.738037],137,11,[],-84.15638,33.738037,GA,0.0,0.0,Neutral
2020-10-06 14:35:44,GeetaSh66777841,India,@JoeBiden @DrBiden Joe Biden Sir Uncle follow me I am Indian 😁🙏🇮🇳🇺🇸😘,"Kanpur, India",India,IN,[80.346062 26.405874],68,12,"['joe', 'biden', 'sir', 'uncle', 'follow', 'indian']",80.346062,26.405874,Non_USA,0.0,0.0,Neutral
2020-10-06 14:17:50,catstorming,"Fort Worth, TX","@jcsekhar74 @DouglasEmhoff @Lesstraveledby2 @JoeBiden @KamalaHarris Her husband is here, not her.

Polls are tied o… https://t.co/AIo4u7uI7G","Fort Worth, TX",United States,US,[-97.285913  32.779966],140,16,"['husband', 'polls', 'tied']",-97.285913,32.779966,TX,0.0,0.0,Neutral
2020-10-06 14:10:47,EEstaris,United States,"@BoxNews11 @Redistrict It’s crazy. During the primaries, Biden got within 5 points (I believe) of winning Californi… https://t.co/CQ77zJjR12","Lake Forest, CA",United States,US,[-117.671611   33.646348],140,18,"['crazy', 'primaries', 'biden', 'got', 'within', 'points', 'believe', 'winning']",-117.671611,33.646348,CA,-0.04999999999999999,0.825,Negativa
2020-10-06 14:07:49,CoryGreen14,"Utah, USA","@JoeBiden @MichelleObama Oh oh @JoeBiden, you have explaining to do.... 
https://t.co/DDdGfqIxeE","Denver, CO",United States,US,[-104.922093   39.713563],96,11,['explaining'],-104.922093,39.713563,CO,0.0,0.0,Neutral
2020-10-06 14:06:06,ShawnJo84974329,United States,@KamalaHarris @JoeBiden @MichelleObama YES I WILL VOTE FOR JOE BIDEN AND FOR YOU KAMALA HARRIS,"Detroit, MI",United States,US,[-83.099288  42.352786],94,15,"['yes', 'vote', 'joe', 'biden', 'kamala', 'harris']",-83.099288,42.352786,MI,0.0,0.0,Neutral
2020-10-06 14:05:03,Newsminster,"Westminster, UK",US election poll tracker: Will Donald Trump or Joe Biden win 2020 presidency? https://t.co/6Oa5Z9LJCe https://t.co/1dzPZ7y6Qa,"London, England",United Kingdom,GB,[-0.148936 51.500092],125,15,"['election', 'poll', 'tracker', 'donald', 'trump', 'joe', 'biden', 'win', 'presidency']",-0.148936,51.500092,Non_USA,0.8,0.4,Positiva
2020-10-06 13:54:31,quinjls28,Venezuela,@low_tex @csnavarrete @realDonaldTrump @JoeBiden Chavismo has destroyed the production means of my country to it's… https://t.co/suK1MRbZea,"Nuestra Señora del Rosario de Baruta, Venezuela",Venezuela,VE,[-66.858964  10.45793 ],139,16,"['chavismo', 'destroyed', 'production', 'means', 'country']",-66.858964,10.45793,Non_USA,0.0,0.0,Neutral
2020-10-06 13:47:55,Sam_GL3,"Province of Moscow, Russia",@AGeneralNerd @krystalball She was -2 from what biden has now in late october 2016 lol https://t.co/S9EwAPHFrw,"Cincinnati, OH",United States,US,[-84.539812  39.137038],110,16,"['biden', 'late', 'october', 'lol']",-84.539812,39.137038,OH,0.25,0.6499999999999999,Positiva
2020-10-06 13:46:17,NCMattJ,Western North Carolina,@MatthewMouse7 @the_resistor @realDonaldTrump @JoeBiden @CNN Biden ain’t Hillary. He has a 54% favorability rating.… https://t.co/EiWbglZE0P,"Clyde, NC",United States,US,[-82.91273   35.531638],140,15,"['biden', 'hillary', 'favorability']",-82.91273,35.531638,NC,0.0,0.0,Neutral
2020-10-06 13:46:02,ICMovies,"Murfreesboro, TN",CNN: Trump mounts bizarre and misleading White House return despite warnings.#COVIDIOT #TrumpIsANationalDisgrace… https://t.co/A4FgoLWfhw,"Murfreesboro, TN",United States,US,[-86.40961  35.84742],137,13,"['cnn', 'trump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite']",-86.40961,35.84742,TN,0.2,0.3,Positiva
2020-10-06 13:44:19,RealMirandaKhan,"Boynton Beach, FL",Looking forward to having @jsolomonReports with @JustTheNews  on NEWS on @RealAVNews today at 12:20pm ET to discuss… https://t.co/07MiGEp9ND,"Boynton Beach, FL",United States,US,[-80.112903  26.533486],140,18,"['looking', 'forward', 'news', 'today']",-80.112903,26.533486,FL,0.0,0.0,Neutral
2020-10-06 13:42:54,JudyOlecki,United States,@dbongino Dan Your In New York For Surgery. Como Is Shutting The City Down Again. Pretty Soon There Will Be No New… https://t.co/7DoUczOlH4,"Dickson City, PA",United States,US,[-75.631173  41.464374],139,23,"['dan', 'new', 'york', 'surgery', 'como', 'shutting', 'city', 'pretty', 'soon']",-75.631173,41.464374,PA,0.19318181818181818,0.7272727272727273,Positiva
2020-10-06 13:41:28,bew1006,United States,@JamesSwan1754 @CHIZMAGA @JoeBiden @DrBiden But then again my dog is twice the man Joe Biden is. He's a pedophile a… https://t.co/9ukIOs7dfV,"Sunrise Manor, NV",United States,US,[-115.061128   36.184754],140,21,"['dog', 'twice', 'man', 'joe', 'biden', 'pedophile']",-115.061128,36.184754,NV,0.0,0.0,Neutral
2020-10-06 13:39:36,djgreenie9,United States,@cnnbrk @JoeBiden Why can’t this debate and all future debates including Pence/Harris be virtual? Very dangerous fo… https://t.co/vU2pBMEBcE,"Virginia, USA",United States,US,[-79.420865  38.003376],140,18,"['debate', 'future', 'debates', 'including', 'virtual', 'dangerous']",-79.420865,38.003376,VA,-0.3,0.5125,Negativa
2020-10-06 13:32:08,pameal,"Rockaway Beach, Queens, NY",@ProjectLincoln I’d prefer a clip of Joe Biden while showing us what a true leader of a nation looks like and sound… https://t.co/3LE5I9fBTA,"Queens, NY",United States,US,[-73.831188  40.67088 ],140,23,"['prefer', 'clip', 'joe', 'biden', 'showing', 'true', 'leader', 'nation', 'looks', 'like']",-73.831188,40.67088,NY,0.35,0.65,Positiva
2020-10-06 13:26:45,LamontFrazier4,United States,"Trump mounts bizarre and misleading White House return despite warnings! He is a MANIAC! Plain and simple. #ONEV1

https://t.co/VcazvvnmBD","Charlotte, NC",United States,US,[-80.846786  35.209059],138,19,"['trump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite', 'warnings', 'maniac', 'plain', 'simple']",-80.846786,35.209059,NC,0.04642857142857144,0.32857142857142857,Positiva
2020-10-06 13:23:00,MichelleMazuros,"Florida, USA 😷",#TaxCheatTrump mounts bizarre and misleading White House return despite warnings #TrumpVirus… https://t.co/vm9wS50TlE,"St Petersburg, FL",United States,US,[-82.672903  27.795719],117,12,"['taxcheattrump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite', 'warnings']",-82.672903,27.795719,FL,0.2,0.3,Positiva
2020-10-06 13:21:47,jayhawkscm,"Kansas City, Mo","Trump mounts bizarre and misleading White House return despite warnings

https://t.co/AyUsXwh0Di","Kansas City, MO",United States,US,[-94.559282  39.100048],96,11,"['trump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite', 'warnings']",-94.559282,39.100048,MO,0.2,0.3,Positiva
2020-10-06 13:17:59,PattyBussell,Florida,@ketgeiger @JoeBiden Yes it was.  And Joe Biden is organized and has a plan that is insightful. It is a relief to see this.,"Sun City Center, FL",United States,US,[-82.362733  27.709769],123,24,"['yes', 'joe', 'biden', 'organized', 'plan', 'insightful', 'relief', 'see']",-82.362733,27.709769,FL,0.0,0.0,Neutral
2020-10-06 13:12:18,wildashaffer9,United States,@DavidJHarrisJr @JoeBiden @realDonaldTrump I agree with you David Harris Jr.  Joe Biden is spreading fear. Our Pres… https://t.co/YTlOr6maKy,"Florida, USA",United States,US,[-83.804475  27.698682],140,18,"['agree', 'david', 'harris', 'joe', 'biden', 'spreading', 'fear']",-83.804475,27.698682,FL,0.0,0.0,Neutral
2020-10-06 13:11:02,wandaessler3,United States,"@JoeBiden TODAY I VOTED FOR JOE BIDEN AND KAMULA HARRIS.
RECEIVED BALLOT IN THE MAIL AND WITH MY DAUGHTER DELIVERED… https://t.co/8Lp2ypj24j","Temple, TX",United States,US,[-97.406098  31.110476],140,21,"['today', 'voted', 'joe', 'biden', 'kamula', 'harris', 'received', 'ballot', 'mail', 'daughter']",-97.406098,31.110476,TX,0.0,0.0,Neutral
2020-10-06 13:10:42,herman1496,"Greenfield, NH",@realDonaldTrump Donald The COVID Dope - Already voted for Biden. We must rid our government of the Trump COVID pes… https://t.co/7JSflZ1xTU,"New Hampshire, USA",United States,US,[-71.566171  44.00123 ],140,21,"['donald', 'covid', 'dope', 'already', 'voted', 'biden', 'must', 'rid', 'government', 'trump', 'covid']",-71.566171,44.00123,NH,0.0,0.0,Neutral
2020-10-06 12:52:47,BettySp60252106,United States,@JohnDediePolSci @TomRodgersNews @FOXBaltimore @CNN @JoeBiden Why was your fact check on Biden so different than al… https://t.co/ELn8BLVl25,"Baltimore, MD",United States,US,[-76.620482  39.284713],140,17,"['fact', 'check', 'biden', 'different']",-76.620482,39.284713,MD,0.0,0.6,Neutral
2020-10-06 12:46:51,MCrisCardena,"Miami, Florida - The Caribbean","@EvanKavan @DrBiden @JoeBiden @HazelandRemy @SuzanneLepage1 @Bvweir Coffee time ☕☕☕☕☕☕☕☕☕☕☕😊 Babe, get you c☕p of J… https://t.co/DAouIbZ4zu","Miami, FL",United States,US,[-80.233328  25.782354],140,16,"['coffee', 'time', 'babe', 'get']",-80.233328,25.782354,FL,0.0,0.0,Neutral
2020-10-06 12:45:59,kaleightimko,United States,Ummmmm I don’t think Joe Biden is advocating for the murder of a child after the mother gives birth. I’M STILL SO C… https://t.co/PWFQxJujXb,"Columbus, OH",United States,US,[-82.985772  39.994684],140,24,"['ummmmm', 'think', 'joe', 'biden', 'advocating', 'murder', 'child', 'mother', 'gives', 'birth', 'still']",-82.985772,39.994684,OH,0.0,0.0,Neutral
2020-10-06 12:40:25,lakegirl7531,United States,@eacheney36 @RafaLehigh97 @brianstelter @JoyVBehar @TheView @JoeBiden What about his son?  Trump has two daughters… https://t.co/UBqubmQ9zO,"Oshkosh, WI",United States,US,[-88.565336  44.033276],139,15,"['son', 'trump', 'two']",-88.565336,44.033276,WI,0.0,0.0,Neutral
2020-10-06 12:35:40,nutzodriven,United States,"@JoeBiden
Sorry Joe you lie. Evidence the govt has proves it wasn't discredited 

https://t.co/ieARbJ0mLe","South Carolina, USA",United States,US,[-80.926628  33.63114 ],105,14,"['sorry', 'joe', 'lie', 'evidence', 'govt', 'proves', 'discredited']",-80.926628,33.63114,SC,-0.1,0.5,Negativa
2020-10-06 12:30:45,307WindyWyoming,"Wyoming, USA",Pence spokeswoman Katie Miller mocked Harris's planned use of plexiglass as a precaution during the debate -- showi… https://t.co/ksiYvK7D9X,"Wheatland, WY",United States,US,[-104.95371    42.052615],140,19,"['pence', 'spokeswoman', 'katie', 'miller', 'mocked', 'harris', 'planned', 'use', 'plexiglass', 'precaution', 'debate']",-104.95371,42.052615,WY,0.0,0.0,Neutral
2020-10-06 12:24:53,hunteraclark_22,United States,So the second presidential debate moderator interned for Joe Biden and produces news articles against Donald Trump?… https://t.co/1DjyKQGfvT,"Indiana, USA",United States,US,[-86.441236  39.766555],140,18,"['second', 'presidential', 'debate', 'moderator', 'interned', 'joe', 'biden', 'produces', 'news', 'articles', 'donald', 'trump']",-86.441236,39.766555,IN,0.0,0.0,Neutral
2020-10-06 12:21:53,307WindyWyoming,"Wyoming, USA",Trump shows the same kind of denial and negligence that the President has displayed all along about a national cris… https://t.co/CThjP8lyHG,"Wheatland, WY",United States,US,[-104.95371    42.052615],140,21,"['trump', 'shows', 'kind', 'denial', 'negligence', 'president', 'displayed', 'along', 'national']",-104.95371,42.052615,WY,0.6,0.9,Positiva
2020-10-06 12:21:26,RussOnPolitics,"New York, NY","@LarrySabato Whether Biden is +10 or +15, I don’t know. But something has definitely changed in the past week. The… https://t.co/5zNzS9FpxD","Queens, NY",United States,US,[-73.831188  40.67088 ],139,21,"['whether', 'biden', 'know', 'something', 'definitely', 'changed', 'past', 'week']",-73.831188,40.67088,NY,-0.125,0.375,Negativa
2020-10-06 12:21:20,meyerbade,On the road again,"@thehill @realdonaldtrump @JoeBiden

""#Biden says he should not have called #Trump a clown in first debate"".

I ful… https://t.co/iPdDA06a31",Cyprus,Cyprus,CY,[33.437825 35.135671],140,19,"['biden', 'says', 'called', 'trump', 'clown', 'first', 'debate']",33.437825,35.135671,Non_USA,0.25,0.3333333333333333,Positiva
2020-10-06 12:20:10,307WindyWyoming,"Wyoming, USA","""Now I'm better and maybe I'm immune? I don't know. But don't let it dominate your lives. Get out there, be careful… https://t.co/f6M1dwN5rT","Wheatland, WY",United States,US,[-104.95371    42.052615],140,23,"['good', 'maybe', 'immune', 'know', 'let', 'dominate', 'lives', 'get']",-104.95371,42.052615,WY,0.7,0.6000000000000001,Positiva
2020-10-06 12:18:33,307WindyWyoming,"Wyoming, USA","Trump had a reckless photo op that was one of the most bizarre moments in modern presidential history!

https://t.co/DcJd6UN03z","Wheatland, WY",United States,US,[-104.95371    42.052615],127,19,"['trump', 'reckless', 'photo', 'one', 'bizarre', 'moments', 'modern', 'presidential', 'history']",-104.95371,42.052615,WY,0.30000000000000004,0.44999999999999996,Positiva
2020-10-06 12:17:10,307WindyWyoming,"Wyoming, USA","the virus continues to rip through the White House, which has become a hotspot amid flagrant violations of social d… https://t.co/V9gx5uY91G","Wheatland, WY",United States,US,[-104.95371    42.052615],140,21,"['virus', 'continues', 'rip', 'white', 'house', 'become', 'hotspot', 'amid', 'flagrant', 'violations', 'social']",-104.95371,42.052615,WY,0.016666666666666666,0.03333333333333333,Positiva
2020-10-06 12:15:35,307WindyWyoming,"Wyoming, USA","An INFECTIOUS Trump ignored advisers who wanted him to stay admitted, instead rode Marine One from Walter Reed Mili… https://t.co/EWjZTn35EG","Wheatland, WY",United States,US,[-104.95371    42.052615],140,20,"['infectious', 'trump', 'ignored', 'advisers', 'wanted', 'stay', 'admitted', 'instead', 'rode', 'marine', 'one', 'walter', 'reed']",-104.95371,42.052615,WY,0.0,0.0,Neutral
2020-10-06 12:13:51,qwrrty,"Berlin, MA","“A strongly medicated President Donald Trump bolted from his VIP hospital bubble Monday, staging a bizarre White Ho… https://t.co/f3rAdwVaB7","Massachusetts, USA",United States,US,[-71.683502  42.036939],140,19,"['strongly', 'medicated', 'president', 'donald', 'trump', 'bolted', 'vip', 'hospital', 'bubble', 'monday', 'staging', 'bizarre', 'white']",-71.683502,42.036939,MA,0.27777777777777773,0.4444444444444444,Positiva
2020-10-06 12:13:04,RussOnPolitics,"New York, NY",@realDonaldTrump We have now sunk to the desperate stage of the campaign when Donald Trump is accusing lifelong pra… https://t.co/QNKxb3u3Hp,"Queens, NY",United States,US,[-73.831188  40.67088 ],140,20,"['sunk', 'desperate', 'stage', 'campaign', 'donald', 'trump', 'accusing', 'lifelong']",-73.831188,40.67088,NY,-0.35,0.8,Negativa
2020-10-06 12:09:17,307WindyWyoming,"Wyoming, USA","@realDonaldTrump's actions show him, entrenched deeper in denial over the virus than ever before and more committed… https://t.co/OlYLg8LTfu","Wheatland, WY",United States,US,[-104.95371    42.052615],140,18,"['actions', 'show', 'entrenched', 'deep', 'denial', 'virus', 'ever']",-104.95371,42.052615,WY,0.0,0.4,Neutral
2020-10-06 12:06:01,ButifldrmLori,United States,"@BodifordJon @JoeBiden Memory Lane

Press Conferences
Burisma paid Joe Biden $900,000 for lobbying – Ukrainian MP

https://t.co/Mx5ycsZvrf","Friendswood, TX",United States,US,[-95.189468  29.511978],138,17,"['memory', 'lane', 'press', 'conferences', 'burisma', 'paid', 'joe', 'biden', 'lobbying', 'ukrainian']",-95.189468,29.511978,TX,0.0,0.0,Neutral
2020-10-06 11:50:50,RussOnPolitics,"New York, NY","A new CNN poll finds Joe Biden’s advantage over Donald Trump has widened among likely voters to 57% to 41%.

This i… https://t.co/BdLtcA5FJm","Queens, NY",United States,US,[-73.831188  40.67088 ],140,23,"['new', 'cnn', 'poll', 'finds', 'joe', 'biden', 'advantage', 'donald', 'trump', 'widened', 'among', 'likely', 'voters']",-73.831188,40.67088,NY,0.06818181818181818,0.7272727272727273,Positiva
2020-10-06 11:45:16,SanguiniJ,"Carlisle, PA",@realRyanPence @GarrityValerie @JoeBiden @John_F_Kennnedy I can’t believe Joe Biden is running for the office of th… https://t.co/h4g9UlL6F2,"Carlisle, PA",United States,US,[-77.208919  40.200084],140,17,"['believe', 'joe', 'biden', 'running', 'office']",-77.208919,40.200084,PA,0.0,0.0,Neutral
2020-10-06 11:44:10,NamelessCynic,"The Burque, NM",@JerpsBerps @JoeBiden You pointed out the biggeat flaw in your response yourself. I WOULD add that by being consist… https://t.co/sgnCJaOVRa,"Albuquerque, NM",United States,US,[-106.632718   35.117003],140,20,"['pointed', 'biggeat', 'flaw', 'response', 'would', 'add']",-106.632718,35.117003,NM,0.0,0.0,Neutral
2020-10-06 11:36:07,GrantSmith16,"Little Rock, AR",Joe Biden now has a 16 point lead over Trump! But as we know polls don’t really matter. We must all vote to make th… https://t.co/ROoaDCTlqG,"Little Rock, AR",United States,US,[-92.342322  34.721886],140,26,"['joe', 'biden', 'point', 'lead', 'trump', 'know', 'polls', 'really', 'matter', 'must', 'vote', 'make']",-92.342322,34.721886,AR,0.2,0.2,Positiva
2020-10-06 11:32:35,BY1959,#TheResistance,"Trump's behavior alarms public health experts

https://t.co/Qex5FSBRRR","Delaware, USA",United States,US,[-75.386461  39.145023],70,7,"['trump', 'behavior', 'alarms', 'public', 'health', 'experts']",-75.386461,39.145023,DE,0.0,0.06666666666666667,Neutral
