user_name,message,refinado,nLabel,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
freddieffa,"@Nas_Jog @Em_Pil @LindaGDG @TrumpWarRoom @JoeBiden I have repeatedly shown you, apples and oranges!   All you can d… https://t.co/7UKD0WLJZ4","['repeatedly', 'shown', 'apples', 'oranges']",0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0
fredbullard,"Donald Trump , thinks he is a smart business man not!! he just put the American people deeper into darkness stress… https://t.co/jUZCPQADGc","['donald', 'trump', 'thinks', 'smart', 'business', 'man', 'put', 'american', 'people', 'deep', 'darkness']",1,0.146,0.657,0.197,0.1779,3.0,1.0,3.0,1.0,1.0
barrett_sisters,"Trump's Throwing Another Temper Tantrum! BIG, FAT, STINKING BUNKER BABY!!! #TrumpMustGo #DumpTrump… https://t.co/mmlxfE2iWJ","['trump', 'throwing', 'another', 'temper', 'tantrum', 'big', 'fat', 'stinking', 'bunker', 'baby', 'trumpmustgo']",0,0.529,0.471,0.0,-0.8402,2.0,0.0,0.0,0.0,0.0
kmbeileb,"@BigTenKenna @Duckcutie @realDonaldTrump @JoeBiden Everybody has their own right to vote for whoever they want to,… https://t.co/khL05sKIe3","['everybody', 'right', 'vote', 'whoever', 'want']",1,0.0,0.755,0.245,0.0772,2.0,3.0,3.0,1.0,0.0
Melmel624,@DJD_Drouillard @realDonaldTrump If joe Biden is a racist.. Then Donald J Trump is the reincarnation of Adolf Hitle… https://t.co/APNib6pUIz,"['joe', 'biden', 'racist', 'donald', 'trump', 'reincarnation', 'adolf']",0,0.4,0.6,0.0,-0.6124,2.0,0.0,1.0,1.0,1.0
starshiptroopr,What a clown. Wonder if he read Maker stock brockage firms said they actually see a better economy with Biden and D… https://t.co/Zq7duqR7at,"['clown', 'wonder', 'read', 'maker', 'stock', 'brockage', 'firms', 'said', 'actually', 'see', 'good', 'economy', 'biden']",1,0.0,0.805,0.195,0.4404,3.0,2.0,2.0,1.0,1.0
geopolytica,"For almost five years, @theDemocrats and the media have been trying to label Trump a racist. The worst part is Bide… https://t.co/M2yQIO2tyV","['almost', 'five', 'years', 'media', 'trying', 'label', 'trump', 'racist', 'bad', 'part']",-1,0.484,0.516,0.0,-0.8176,3.0,0.0,5.0,1.0,1.0
LADanielsThe1,Vice President Debate Will Have Plexiglass Between Kamala Harris &amp; Mike Pence – Deadline https://t.co/ymbGdFONvi,"['vice', 'president', 'debate', 'plexiglass', 'kamala', 'harris', 'amp', 'mike', 'pence', 'deadline']",0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Lizbeth528,"As the former commander of U.S. forces in Afghanistan endorses Joe Biden, a pattern is taking shape:

An amazing nu… https://t.co/ARdWBPhQ7L","['former', 'commander', 'forces', 'afghanistan', 'endorses', 'joe', 'biden', 'pattern', 'taking', 'shape', 'amazing']",1,0.0,0.592,0.408,0.7351,3.0,0.0,2.0,1.0,0.0
dlerikson1,@CodyMadry @820Joanie @RatpackJimmy @seanhannity There’s a reason for this folks. People are now wise to Trumps cor… https://t.co/3ZmIz4aT6g,"['reason', 'folks', 'people', 'wise', 'trumps']",1,0.0,0.563,0.437,0.4767,3.0,0.0,1.0,1.0,1.0
YassiHadjibashi,Time to vote for #change and vote #BidenForPresident ! Published a letter to the editor today in @dallasnews . Scro… https://t.co/lQrKDyc2Ph,"['time', 'vote', 'change', 'vote', 'bidenforpresident', 'published', 'letter', 'editor', 'today']",0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
JLD38e88,"@whatgives1313 @FredfromFlorida @JoeBiden If you aren't terrified of Joe Biden you need help. 
Biden: Many stayed h… https://t.co/kkNgehDfbO","['terrified', 'joe', 'biden', 'need', 'help', 'biden', 'many', 'stayed']",1,0.315,0.472,0.213,-0.3182,2.0,1.0,3.0,1.0,0.0
Sailingflyingd,#ImVotingFor Donald Trump. This election is Trump versus China. Biden is just the straw man for the communist Left.,"['imvotingfor', 'donald', 'trump', 'election', 'trump', 'versus', 'china', 'biden', 'straw', 'man', 'communist', 'left']",0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
NancyMarie1979,@axidentaliberal @JoeBiden Joe Biden was VP when those pics were taken. Google is your friend. Obama started caging… https://t.co/5Ho023hgXn,"['joe', 'biden', 'pics', 'taken', 'google', 'friend', 'obama', 'started']",0,0.0,0.686,0.314,0.4939,3.0,1.0,2.0,1.0,1.0
Sailingflyingd,@TomiLahren @JoeBiden This election is Trump versus China. Biden is just the straw man for the communist Left.,"['election', 'trump', 'versus', 'china', 'biden', 'straw', 'man', 'communist', 'left']",0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0
bigbear5822,"It the home stretch put the pedal to the floor to ensure total devastation of tRump that cant be denied!!
VOTE BLUE… https://t.co/N1aLnJ2Pa9","['home', 'stretch', 'put', 'pedal', 'floor', 'ensure', 'total', 'devastation', 'trump', 'cant', 'denied', 'vote']",0,0.181,0.526,0.293,0.2294,2.0,1.0,2.0,1.0,0.0
wideman,@realDonaldTrump Donald Trump is losing by 16 in a new CNN poll. And that's not the worst news.… https://t.co/y8Ow7HvKWD,"['donald', 'trump', 'losing', 'new', 'cnn', 'poll', 'bad']",-1,0.55,0.45,0.0,-0.7269,2.0,0.0,2.0,2.0,1.0
koamac,@JoeBiden NBC-LesterHolt Joe Biden town hall setup is the acceptable configuration for all subsequent presidential… https://t.co/YlhZcxBoPH,"['joe', 'biden', 'town', 'hall', 'setup', 'acceptable', 'configuration', 'subsequent']",0,0.0,0.753,0.247,0.3182,2.0,0.0,1.0,1.0,0.0
BWilliamsMont,@dcpoll @lrozen With fifteen White House military leaders and line workers likely infected by Typhoid Mary behavior… https://t.co/eV7ocitfMX,"['fifteen', 'white', 'house', 'military', 'leaders', 'line', 'workers', 'likely', 'infected', 'typhoid', 'mary']",-1,0.242,0.758,0.0,-0.4939,3.0,0.0,1.0,1.0,1.0
ChadRay98666042,@NPR You and Nobama and Biden and Harris should get used a real business man in office for another 4 great years Ob… https://t.co/1e1nH8Kl90,"['nobama', 'biden', 'harris', 'get', 'used', 'real', 'business', 'man', 'office', 'another', 'great', 'years']",1,0.0,0.728,0.272,0.6249,3.0,1.0,2.0,1.0,0.0
tmblanc123,@shawneklund @JoeBiden trump is a RACIST NOT BIDEN.,"['trump', 'racist', 'biden']",0,0.667,0.333,0.0,-0.6124,2.0,0.0,1.0,0.0,0.0
tmblanc123,"@JoeBiden Economy 401ks GDP UNEMPLOYMENT HOMELESS Jobless no money to eat. The virus 
210.000 died Trump the killer… https://t.co/lJy6pMHQ9I","['economy', 'gdp', 'unemployment', 'homeless', 'jobless', 'money', 'eat', 'virus', 'died', 'trump']",0,0.448,0.552,0.0,-0.7579,2.0,0.0,2.0,1.0,0.0
AquariusinAZ,"@B52Malmet @JoeBiden I agree. Trump, on the other hand would love nothing more than infecting Biden.😔","['agree', 'trump', 'hand', 'would', 'love', 'nothing', 'infecting']",1,0.0,0.288,0.712,0.872,2.0,1.0,3.0,2.0,0.0
jpdel11,@MichelleObama @carlatodd2 @JoeBiden I’m voting for VP Joe Biden on the first day of early voting.,"['voting', 'joe', 'biden', 'first', 'day', 'early', 'voting']",1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
mitchfraker,@JoeBiden Trump over Biden. Coming November 3rd to a television near you.,"['trump', 'biden', 'coming', 'november', 'television', 'near']",1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
sailnsing,"@B52Malmet @JoeBiden Trump will paint Biden as too afraid to debate him in person, and I say Hell Yes!  Trump is an… https://t.co/IPoiXqLdkq","['trump', 'paint', 'biden', 'afraid', 'debate', 'person', 'say', 'hell', 'yes', 'trump']",-1,0.301,0.523,0.176,-0.4404,2.0,1.0,3.0,1.0,1.0
MarshaHendersh8,"Trump mounts bizarre and misleading White House return despite warnings

https://t.co/pMViyYi7LR","['trump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite', 'warnings']",1,0.388,0.466,0.146,-0.4788,3.0,0.0,0.0,1.0,0.0
rebeccam70,"#ImVotingFor Joe Biden because I’m tired of a malignant narcissist letting 200,000 Americans die and than says don’… https://t.co/SdjOeHp6Ik","['imvotingfor', 'joe', 'biden', 'tired', 'malignant', 'narcissist', 'letting', 'americans', 'die', 'says']",-1,0.459,0.541,0.0,-0.7783,2.0,0.0,3.0,1.0,0.0
marvinfloyd,"CNN: Trump mounts bizarre and misleading White House return despite warnings.
https://t.co/5Wl7B2aKXH

via @GoogleNews","['cnn', 'trump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite', 'warnings', 'via']",1,0.336,0.537,0.127,-0.4788,3.0,0.0,0.0,1.0,0.0
kathanne0124,@donwinslow @CNN @JoeBiden Yes. CNN we need more of Joe Biden. All you’ll get out of trump and his bootlickers are… https://t.co/sesfF8QBcJ,"['yes', 'cnn', 'need', 'joe', 'biden', 'get', 'trump', 'bootlickers']",0,0.0,0.722,0.278,0.4019,3.0,2.0,2.0,2.0,0.0
MauriceRuffin,"Biden lead larger than Clinton's at the same time in 2016. 16 points versus 12.
https://t.co/rRMUHIgZT5","['biden', 'lead', 'large', 'clinton', 'time', 'points', 'versus']",1,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
snakeyes12,@BodifordJon @JoeBiden Only is they were bribing Trump it would be.  CNN NBC n others don’t want you to be turned o… https://t.co/7HmDSy18N7,"['bribing', 'trump', 'would', 'cnn', 'nbc', 'others', 'want', 'turned']",0,0.0,0.843,0.157,0.0772,3.0,1.0,6.0,0.0,1.0
jhamby,"I love how millennial centrist podcasters like Ben Rhodes are like, “we know Joe Biden is boring and not the savior… https://t.co/mlyMCmmhvU","['love', 'millennial', 'centrist', 'podcasters', 'like', 'ben', 'rhodes', 'like', 'know', 'joe', 'biden', 'boring']",-1,0.118,0.41,0.472,0.7845,3.0,1.0,3.0,1.0,2.0
JbcTrader,"@Latinos4Lib @Jorgensen4POTUS @JoeBiden @realDonaldTrump I would say the Trump is worse.
With Biden we know where h… https://t.co/y9aZb55Cc3","['would', 'say', 'trump', 'bad', 'biden', 'know']",-1,0.412,0.588,0.0,-0.5423,2.0,1.0,3.0,1.0,1.0
NotoriousRBF,@JoeBiden Biden over Trump.,"['biden', 'trump']",0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
morrithompson,"@msparkswrites @realDonaldTrump @JoeBiden You on the right see what you want to see, to try and discredit political… https://t.co/odmy5U2phT","['right', 'see', 'want', 'see', 'try', 'discredit']",1,0.0,0.794,0.206,0.0772,3.0,2.0,2.0,1.0,0.0
rythmucnbowwow1,Michelle Obama Makes Argument for Joe Biden Over Donald Trump | https://t.co/dYcWYRAfSE https://t.co/E5qlM1U7ux of… https://t.co/hpieK7c3Ck,"['michelle', 'obama', 'makes', 'argument', 'joe', 'biden', 'donald', 'trump']",0,0.263,0.737,0.0,-0.3612,2.0,0.0,0.0,0.0,0.0
RSchmisseur,"Joe Biden: not currently infected or contagious 

Donald Trump: positive active COVID19 infection. Hospitalized, re… https://t.co/Atbfxw46gD","['joe', 'biden', 'currently', 'infected', 'contagious', 'donald', 'trump', 'positive', 'active', 'infection', 'hospitalized']",1,0.296,0.37,0.333,0.1779,2.0,0.0,1.0,1.0,1.0
AurelioCantu,"https://t.co/YSuPDLFenY               IF (JOE BIDEN) WAS           ""THE PRESIDENT""  &amp;, (DONALD TRUMP) WAS ""THE VICE PRESIDENT""","['joe', 'biden', 'president', 'amp', 'donald', 'trump', 'vice', 'president']",0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jeanett12810864,@TomiLahren @JoeBiden Biden will be President Trump is going around making people sick He's not only a disgrace to… https://t.co/rzVm7Ypuo8,"['biden', 'president', 'trump', 'going', 'around', 'making', 'people', 'sick', 'disgrace']",-1,0.481,0.519,0.0,-0.7579,3.0,0.0,4.0,1.0,1.0
windyweather57,@POTUS @JoeBiden @GOP @TheDemocrats  Trump’s jealous that Biden looks so much better in a mask than trump. Thank yo… https://t.co/arCiXoEYsg,"['trump', 'jealous', 'biden', 'looks', 'much', 'good', 'mask', 'trump', 'thank']",1,0.208,0.417,0.375,0.34,2.0,0.0,1.0,1.0,2.0
CuttemUp,@theycallmekimmy @dinamt @unclelukereal1 @SenKamalaHarris @JoeBiden @plies @RickRoss @305MAYOR @TRINArockstarr… https://t.co/RqUP22Hz0N,[],0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
BWilliamsMont,"With fifteen White House workers likely infected by Typhoid Mary behavior of Donald Trump, only a matter of time, t… https://t.co/lXePS8tPhr","['fifteen', 'white', 'house', 'workers', 'likely', 'infected', 'typhoid', 'mary', 'behavior', 'donald', 'trump', 'matter', 'time']",0,0.209,0.719,0.072,-0.4767,3.0,0.0,1.0,1.0,1.0
Lightworker45,"Biden widens lead over Trump after debate! Among likely voters, 57% say they back Biden and 41% Trump in the poll t… https://t.co/FGp3F2KbOk","['biden', 'widens', 'lead', 'trump', 'debate', 'among', 'likely', 'voters', 'say', 'back', 'biden', 'trump', 'poll']",0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
SteveCie,"@PolitiFact @JoeBiden In other words, Biden would follow President Trump’s lead by depending on the Governors to im… https://t.co/CNzgOhDiHU","['words', 'biden', 'would', 'follow', 'president', 'trump', 'lead', 'depending', 'governors']",0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
ChrisPalm17,"I gave in the past several good advises to politicians like Vladimir Putin, Recep Erdoğan, Donald Trump, Mark Rutte… https://t.co/z9rKMMKG4M","['gave', 'past', 'several', 'good', 'advises', 'politicians', 'like', 'vladimir', 'putin', 'recep', 'erdoğan', 'donald', 'trump', 'mark']",1,0.0,0.69,0.31,0.6597,3.0,1.0,1.0,1.0,0.0
EdwardLGall1,@NPR Now the Obama will swallow up what they have said is a lies and now they must stop now in the name of Jesus !… https://t.co/J5MWwAPTgp,"['obama', 'swallow', 'said', 'lies', 'must', 'stop', 'name', 'jesus']",0,0.455,0.545,0.0,-0.6124,3.0,2.0,4.0,0.0,1.0
rloewe65,"Joe Biden is ahead by 16% nationally in a new @CNN poll out today.
As far as I am concerned that is a dead heat and… https://t.co/wLFksXxFdc","['joe', 'biden', 'ahead', 'nationally', 'new', 'poll', 'today', 'far', 'concerned', 'dead', 'heat']",1,0.301,0.699,0.0,-0.6486,2.0,1.0,2.0,1.0,1.0
Lindalo62382451,@realDonaldTrump @NBCNews Biden 2020❤️ Hey Donald guess who doesn’t have Covid 19 Joe Biden.   Your lies and reckle… https://t.co/p7QK75iaGR,"['biden', 'hey', 'donald', 'guess', 'covid', 'joe', 'biden', 'lies']",0,0.286,0.714,0.0,-0.4215,3.0,1.0,3.0,1.0,0.0
windyweather57,@POTUS @WhiteHouse @CDCgov @CDCDirector exasperated at the stupidity of trump.Embarrassment that he is president.Ca… https://t.co/NguCBtoPD9,"['exasperated', 'stupidity']",-1,1.0,0.0,0.0,-0.6908,2.0,1.0,2.0,1.0,0.0
stevesilver72,"Because they do. Donald Trump put's all Americans lives at risk. Over 210,000 dead Americans have already proven th… https://t.co/bWEFoEc8Qu","['donald', 'trump', 'put', 'americans', 'lives', 'risk', 'dead', 'americans', 'already', 'proven']",-1,0.444,0.556,0.0,-0.7506,3.0,1.0,2.0,1.0,1.0
JenJennings55,@Zmee27 @Fibci2 @NPR @JoeBiden Tara Reade was literally sexually assaulted by Biden. Trump was acting like a high s… https://t.co/vkGqH5HQ8o,"['tara', 'reade', 'literally', 'sexually', 'assaulted', 'biden', 'trump', 'acting', 'like', 'high']",1,0.245,0.576,0.18,-0.2263,2.0,0.0,3.0,1.0,1.0
danatanseo,"@Araphatso @PureOilGal @Barnes_Law Anyone? Am I someone? I like @JoeBiden - I am a real person, not a bot, look me… https://t.co/jPfWAgsjlI","['anyone', 'someone', 'like', 'real', 'person', 'bot', 'look']",1,0.0,0.706,0.294,0.3612,2.0,1.0,1.0,1.0,1.0
gmachickk,@USAIDMBekkering @IvankaTrump @CommunityofDem @USAID @CoD_Women Ivanka more Americans are realizing that the only w… https://t.co/f4A8EywQE9,"['ivanka', 'americans', 'realizing']",0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
Lshire_Laird,"@MichelleObama, the voice of reason! 👏🏻👏🏻👏🏻 American friends, #VoteForBidenHarris @JoeBiden 

Michelle Obama urges… https://t.co/isdRbuTp8t","['voice', 'reason', 'american', 'friends', 'voteforbidenharris', 'michelle', 'obama']",0,0.0,0.659,0.341,0.4767,2.0,0.0,0.0,1.0,0.0
jpostman,@TomiLahren @JoeBiden Typical Tomi Lahren tweet with character assassination but no facts. Trump is lagging nationa… https://t.co/SjZXiFNDV6,"['typical', 'tomi', 'lahren', 'tweet', 'character', 'assassination', 'facts', 'trump', 'lagging']",-1,0.462,0.538,0.0,-0.7184,3.0,0.0,2.0,1.0,0.0
iFeeLdZy_,"@ap_jah @StoneZoda Ctfu right, coviid got trump stans confusing Biden w/ Dummy Donald. His wife doesnt even like hi… https://t.co/jPUswOAOTP","['ctfu', 'right', 'coviid', 'got', 'trump', 'stans', 'confusing', 'biden', 'dummy', 'donald', 'wife', 'doesnt', 'even', 'like']",-1,0.25,0.75,0.0,-0.4606,3.0,1.0,2.0,1.0,1.0
reaculwell,@johnysonthespot @JoeBiden I would tell him:  don't engage with Trump.   Only respond to questions from moderator.… https://t.co/sC6QhLVwfw,"['would', 'tell', 'engage', 'trump', 'respond', 'questions']",0,0.0,0.676,0.324,0.34,3.0,1.0,2.0,1.0,1.0
Walker1world,"7 days since the debate, Joe Biden still won't answer the if he will pack the court.... 

It is Day 7 since the deb… https://t.co/5Fn9SlecBQ","['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court', 'day', 'since']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
Walker1world,"7 days since the debate, Joe Biden still won't answer the if he will pack the court.... 

It is Day 7 since the deb… https://t.co/Luif51Phyy","['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court', 'day', 'since']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
BeckLaneArtist,@BosPublicRadio @revimonroe @EmmettGPriceIII Oh yay...Trump vs Biden part 2 but on my favorite show.. Question: Are… https://t.co/MhiXPFaNw5,"['yay', 'trump', 'biden', 'part', 'favorite', 'show', 'question']",1,0.0,0.439,0.561,0.7506,2.0,1.0,0.0,1.0,0.0
Walker1world,"@scrowder @GovWhitmer 7 days since the debate, Joe Biden still won't answer the if he will pack the court.... 

It… https://t.co/DfRhNtD5fj","['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Walker1world,"@KimStrassel @WSJ 7 days since the debate, Joe Biden still won't answer the if he will pack the court.... 

It is D… https://t.co/0lFPrlNC8E","['days', 'since', 'debate', 'joe', 'biden', 'still', 'answer', 'pack', 'court']",0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
taken0727,This shit really pisses me off. 210k+ people have died and 100's of thousands more will. The @GOP sits by and doesn… https://t.co/N8ET2Zq6gA,"['shit', 'really', 'pisses', 'people', 'died', 'thousands', 'sits']",0,0.717,0.283,0.0,-0.8795,3.0,1.0,4.0,0.0,2.0
TedTherrle,"@marklevinshow @DonaldJTrumpJr Biden isn’t doing that, but fit worry your boy Donald Trump will simply buy the Pres… https://t.co/JE6k4rhM7h","['biden', 'fit', 'worry', 'boy', 'donald', 'trump', 'simply', 'buy']",1,0.254,0.526,0.219,-0.1027,3.0,1.0,3.0,1.0,1.0
MarkAnthony238,@donald_j_putin Joe Biden &amp; Kamala Harris for President 2020 Saving the American Souls From Dieing. !!!,"['joe', 'biden', 'amp', 'kamala', 'harris', 'president', 'saving', 'american', 'souls', 'dieing']",0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
JeffGoo96549134,"@JoeBiden Why is it JOE HIDE'N BIDEN ONLY CARES ABOUT THE UPPER 1%???
YET try to obviously bring his ego down to us… https://t.co/dADHkOb9P2","['joe', 'hide', 'biden', 'cares', 'upper', 'yet', 'try', 'obviously', 'bring', 'ego']",0,0.134,0.63,0.236,0.3182,2.0,2.0,2.0,1.0,2.0
p2plusb2,"@realDonaldTrump has become dangerously unglued. If ever there were a time to invoke the 25th Amendment, IT IS NOW!… https://t.co/pVaoHNTdqZ","['become', 'dangerously', 'unglued', 'ever', 'time', 'invoke', 'amendment']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,4.0,1.0,1.0
gbuckeye2016,@beckyajohnson @DouglasEmhoff @SherriWrite1 @JoeBiden @KamalaHarris The only mad man is Biden and mad woman Kammie.… https://t.co/2RMU0qgFih,"['mad', 'man', 'biden', 'mad', 'woman']",-1,0.681,0.319,0.0,-0.7506,2.0,0.0,2.0,1.0,0.0
Juleslogic,@GeorgeTakei We have to #VoteHimOut. Right now Trump is quoting a poll that puts him in the lead. The poll is those… https://t.co/0Gfncx4gsT,"['votehimout', 'right', 'trump', 'quoting', 'poll', 'puts', 'lead', 'poll']",1,0.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0
Juleslogic,"@SarahKSilverman @MichelleObama is absolutely correct! If we don’t vote, if we become complacent the results will b… https://t.co/uGLr92MZvw","['absolutely', 'correct', 'vote', 'become', 'complacent', 'results']",1,0.206,0.794,0.0,-0.0772,2.0,1.0,3.0,1.0,1.0
RachelAHerrera4,@Jo38700728 @SUBRATA30016572 @JoeBiden @MichelleObama I never said that I like Biden. I don't like either one of th… https://t.co/QjFGivn9L7,"['never', 'said', 'like', 'biden', 'like', 'either', 'one']",0,0.22,0.52,0.26,0.1002,2.0,1.0,2.0,1.0,1.0
VaibhavVitthal5,@KamalaHarris @JoeBiden Twitter followers of Joe biden,"['twitter', 'followers', 'joe', 'biden']",0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
PaulMick,"The Latest: Former FLOTUS @MichelleObama goes after #NotMyPresident in new video
https://t.co/dLLtq93Ast https://t.co/plXEaHnToX","['late', 'former', 'flotus', 'goes', 'notmypresident', 'new', 'video']",-1,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
CuttemUp,@Klon7506 @unclelukereal1 @SenKamalaHarris @JoeBiden @plies @RickRoss @305MAYOR @TRINArockstarr @citygirls @pitbull… https://t.co/aB11h0LHG5,[],0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
LenayTatiana,"Trump mounts bizarre and misleading White House return despite warnings

https://t.co/hgqX8n55jI","['trump', 'mounts', 'bizarre', 'misleading', 'white', 'house', 'return', 'despite', 'warnings']",1,0.388,0.466,0.146,-0.4788,3.0,0.0,0.0,1.0,0.0
BillMcSween,"@KamalaHarris @JoeBiden @MichelleObama When a pollster calls, tell them you’re voting Harris - Biden. Let’s make th… https://t.co/TlkkNgTINB","['pollster', 'calls', 'tell', 'voting', 'harris', 'biden', 'let', 'make']",0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0
BillMcSween,"@JoeBiden @MichelleObama When a pollster calls, tell them you’re voting Harris - Biden. Let’s make them feel good w… https://t.co/N4wefwrEN7","['pollster', 'calls', 'tell', 'voting', 'harris', 'biden', 'let', 'make', 'feel', 'good']",1,0.0,0.756,0.244,0.4404,2.0,1.0,3.0,1.0,1.0
CUNNILINGUS01,"Trump is losing by 16 points in a new CNN poll. And that's not the worst news.

https://t.co/vYeKvlPSXv","['trump', 'losing', 'points', 'new', 'cnn', 'poll', 'bad', 'news']",-1,0.504,0.496,0.0,-0.7269,3.0,0.0,2.0,2.0,1.0
CuttemUp,@Klon7506 @unclelukereal1 @SenKamalaHarris @JoeBiden @plies @RickRoss @305MAYOR @TRINArockstarr @citygirls @pitbull… https://t.co/lM5nnYfFgg,[],0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
CjoMolly,"Biden 54% , Donald Trump 41%. Yes, it'll be great cuz you just can't contain yourself. https://t.co/C9oFhl8Jaj","['biden', 'donald', 'trump', 'yes', 'great', 'cuz', 'contain']",1,0.0,0.424,0.576,0.7783,2.0,1.0,1.0,1.0,1.0
LevonHughey,@benigma2017 @JoeBiden @BernieSanders Bernie Sanders made himself irrelevant by quitting with 27 states left to go.… https://t.co/vKvVuvz4QZ,"['bernie', 'sanders', 'made', 'irrelevant', 'quitting', 'states', 'left']",-1,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
GaleNichtula,"Trump's behavior alarms public health experts

https://t.co/FMS7rtyW58","['trump', 'behavior', 'alarms', 'public', 'health', 'experts']",0,0.296,0.704,0.0,-0.2732,3.0,0.0,1.0,1.0,0.0
x1L0StTh3GAM3x,"""Then, still bare-faced, Trump, in scenes that would not have been out of place in totalitarian North Korea, walked… https://t.co/AVV9gsZ4Tc","['still', 'trump', 'scenes', 'would', 'place', 'totalitarian', 'north', 'korea']",0,0.307,0.693,0.0,-0.4767,3.0,0.0,2.0,1.0,1.0
windyweather57,OMG! Let us hope not Joe Biden! Maybe he was hoping to infect Biden! Why are his kids not infected?! @POTUS… https://t.co/asiS6oPOXS,"['omg', 'let', 'hope', 'joe', 'biden', 'maybe', 'hoping', 'infect', 'biden', 'kids', 'infected']",0,0.189,0.473,0.337,0.3612,3.0,2.0,4.0,0.0,2.0
crissysharris,@ForecasterEnten The American people need to come out in droves to cast a vote for  @JoeBiden as potus. No contesti… https://t.co/g5MmokrqSv,"['american', 'people', 'need', 'come', 'droves', 'cast', 'vote', 'potus']",0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
Comoloco247,@JoeBiden The Democratic party was formed by the KKK watch and learn. Vote for Biden to raise your taxes to 50%.KKK… https://t.co/VInBZMGgH2,"['democratic', 'party', 'formed', 'kkk', 'watch', 'learn', 'vote', 'biden', 'raise', 'taxes']",0,0.0,0.769,0.231,0.4019,3.0,1.0,3.0,1.0,0.0
ConnieSchultz,"@rebeccamakkai AP confirms, further down in this story about Biden’s increased ad buy in Ohio. https://t.co/BevOgolLLw","['confirms', 'story', 'biden', 'increased', 'buy', 'ohio']",0,0.0,0.704,0.296,0.2732,2.0,0.0,1.0,1.0,1.0
TinPotDickTator,"@DavidJollyFL Absolutely, there's no way that Biden should step foot within 10 miles Donald Trump and his team of T… https://t.co/Hh6V4CtbxK","['absolutely', 'way', 'biden', 'step', 'foot', 'within', 'miles', 'donald', 'trump', 'team']",1,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0
AmberStiles80,@joncoopertweets @JoeBiden At the VERY LEAST Trump Biden &amp; audience in separate studios also the honor system doesn… https://t.co/YH3mcbJM2p,"['least', 'trump', 'biden', 'amp', 'audience', 'separate', 'studios', 'also', 'honor', 'system']",-1,0.0,0.738,0.262,0.4939,3.0,0.0,2.0,1.0,1.0
nanasluv,@JoeBiden @BarackObama @MichelleObama @DrBiden God bless you Joe Biden 🙏 ♥,"['god', 'bless', 'joe', 'biden']",0,0.0,0.29,0.71,0.5994,2.0,1.0,0.0,1.0,0.0
CuttemUp,@dinamt @unclelukereal1 @SenKamalaHarris @JoeBiden @plies @RickRoss @305MAYOR @TRINArockstarr @citygirls @pitbull… https://t.co/uZWo6O1zxD,[],0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
